id,body_region,quality,severity,days_since_onset,context_notes,exercise_title,exercise_steps,education_prompt,risk_neuro,risk_recent_trauma,source,created_at
07345,hand,cramping,2,10,"better after a walk, eases with rest. Region: hand, quality: cramping.",60-second longer exhale,Sit comfortably | Inhale ~4s | Exhale ~6s | Notice changes without forcing,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.515162Z
07346,hip,stiffness,8,53,"when I hurry, pulses with breath. Region: hip, quality: stiffness.",Sit-to-stand easy reps,Rise from a chair slowly 3–5 times | Stay within a comfortable range | Exhale on the effort | Notice confidence growing,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.515170Z
07347,abdomen,cramping,1,4,"flares after stress, radiates a little. Region: abdomen, quality: cramping.",Curiosity check-in,Locate the clearest edge of the sensation | Ask 'what exactly is here right now?' | Let the shape/temperature change on its own | Breathe slowly,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm. This is general well-being guidance, not medical advice.",False,True,synthetic_prt_v2,2025-09-11T20:43:27.515184Z
07348,mid_back,stabbing,1,51,"improves with gentle movement, eases with rest. Region: mid back, quality: stabbing.",Back awareness + breath,Place a hand on your low back | Inhale into the hand | Exhale slightly longer | Watch the sensation rise and fall for 60s,Stress and fear can increase pain. Gentle curiosity and breathing help the system settle.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.515197Z
07349,head,cramping,7,11,"worse in cold weather, eases after stretching. Region: head, quality: cramping.",Eyebrow soften,Close eyes | Relax forehead and brows | Three slow breaths | Notice any shift in pulsing/pressure,"Movement within a comfortable range reassures the brain and builds confidence. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.515210Z
07350,foot,sharp,2,16,"better after a walk, comes and goes. Region: foot, quality: sharp.",Leg pendulum,Stand supported | Gently swing leg in a small range | Breathe slowly | Track sensations with curiosity,Movement within a comfortable range reassures the brain and builds confidence.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.515227Z
07351,upper_back,sharp,8,10,"after studying for hours, eases after stretching. Region: upper back, quality: sharp.",Back awareness + breath,Place a hand on your low back | Inhale into the hand | Exhale slightly longer | Watch the sensation rise and fall for 60s,"Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.515239Z
07352,jaw,pressure,10,10,"flares after poor sleep, comes and goes. Region: jaw, quality: pressure.",Eyebrow soften,Close eyes | Relax forehead and brows | Three slow breaths | Notice any shift in pulsing/pressure,Stress and fear can increase pain. Gentle curiosity and breathing help the system settle.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.515250Z
07353,wrist,stabbing,6,23,"worse after sitting long, eases with rest. Region: wrist, quality: stabbing.",Curiosity check-in,Locate the clearest edge of the sensation | Ask 'what exactly is here right now?' | Let the shape/temperature change on its own | Breathe slowly,Movement within a comfortable range reassures the brain and builds confidence.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.515258Z
07354,hip,dull,3,27,"after studying for hours, comes and goes. Region: hip, quality: dull.",Sit-to-stand easy reps,Rise from a chair slowly 3–5 times | Stay within a comfortable range | Exhale on the effort | Notice confidence growing,"Pain can be amplified by a protective nervous system. Calm attention teaches safety and can turn the volume down. This is general well-being guidance, not medical advice.",False,True,synthetic_prt_v2,2025-09-11T20:43:27.515268Z
07355,foot,stiffness,5,30,"better after a walk, stays in one spot. Region: foot, quality: stiffness.",Sit-to-stand easy reps,Rise from a chair slowly 3–5 times | Stay within a comfortable range | Exhale on the effort | Notice confidence growing,"Stress and fear can increase pain. Gentle curiosity and breathing help the system settle. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.515277Z
07356,wrist,sharp,10,1,"worse in cold weather, comes and goes. Region: wrist, quality: sharp.",90-second body scan,Place attention on the most active spot | Name qualities you feel | Track subtle shifts with each breath | Stay curious and kind,Pain can be amplified by a protective nervous system. Calm attention teaches safety and can turn the volume down.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.515287Z
07357,lower_back,throbbing,7,23,"appears during heavy lifting, moves around. Region: lower back, quality: throbbing.",Gentle spine wave,Seated or hands and knees | Round then lengthen with breath x5 | Keep movements small and comfortable | Stop if pain sharpens,Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.515298Z
07358,wrist,pulling,4,26,"eases with heat, spikes then fades. Region: wrist, quality: pulling.",60-second longer exhale,Sit comfortably | Inhale ~4s | Exhale ~6s | Notice changes without forcing,"Movement within a comfortable range reassures the brain and builds confidence. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.515308Z
07359,hand,cramping,8,38,"eases with heat, spikes then fades. Region: hand, quality: cramping.",60-second longer exhale,Sit comfortably | Inhale ~4s | Exhale ~6s | Notice changes without forcing,Pain can be amplified by a protective nervous system. Calm attention teaches safety and can turn the volume down.,False,True,synthetic_prt_v2,2025-09-11T20:43:27.515316Z
07360,upper_back,tingling,8,18,"more noticeable in the morning, feels tight then releases. Region: upper back, quality: tingling.",Gentle spine wave,Seated or hands and knees | Round then lengthen with breath x5 | Keep movements small and comfortable | Stop if pain sharpens,Pain can be amplified by a protective nervous system. Calm attention teaches safety and can turn the volume down.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.515324Z
07361,foot,electric,6,13,"appears when I worry, stays in one spot. Region: foot, quality: electric.",Sit-to-stand easy reps,Rise from a chair slowly 3–5 times | Stay within a comfortable range | Exhale on the effort | Notice confidence growing,Stress and fear can increase pain. Gentle curiosity and breathing help the system settle.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.515339Z
07362,head,stabbing,10,8,"worse in cold weather, feels tight then releases. Region: head, quality: stabbing.",Jaw and temple release,Tongue to palate | Let jaw hang slightly | Rub temples 20–30s | Exhale slowly and recheck sensation,Pain can be amplified by a protective nervous system. Calm attention teaches safety and can turn the volume down.,True,False,synthetic_prt_v2,2025-09-11T20:43:27.515348Z
07363,lower_back,aching,4,23,"worse after sitting long, eases with rest. Region: lower back, quality: aching.",Gentle spine wave,Seated or hands and knees | Round then lengthen with breath x5 | Keep movements small and comfortable | Stop if pain sharpens,Stress and fear can increase pain. Gentle curiosity and breathing help the system settle.,True,False,synthetic_prt_v2,2025-09-11T20:43:27.515360Z
07364,upper_back,throbbing,3,33,"after repetitive tasks, lingers most of the day. Region: upper back, quality: throbbing.",Gentle spine wave,Seated or hands and knees | Round then lengthen with breath x5 | Keep movements small and comfortable | Stop if pain sharpens,Pain can be amplified by a protective nervous system. Calm attention teaches safety and can turn the volume down.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.515368Z
07365,shoulder,shooting,8,13,"when I hurry, pulses with breath. Region: shoulder, quality: shooting.",Neck soften and shoulder rolls,Roll shoulders back x5 then forward x5 | Ear toward shoulder 10–15s each side | Unclench jaw | Slow exhale while noticing ease,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.515390Z
07366,hip,pulling,9,33,"flares after poor sleep, eases after stretching. Region: hip, quality: pulling.",Leg pendulum,Stand supported | Gently swing leg in a small range | Breathe slowly | Track sensations with curiosity,"Pain can be amplified by a protective nervous system. Calm attention teaches safety and can turn the volume down. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.515400Z
07367,foot,burning,4,13,"worse in cold weather, lingers most of the day. Region: foot, quality: burning.",Sit-to-stand easy reps,Rise from a chair slowly 3–5 times | Stay within a comfortable range | Exhale on the effort | Notice confidence growing,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.515408Z
07368,mid_back,throbbing,4,34,"follows long car rides, lingers most of the day. Region: mid back, quality: throbbing.",Back awareness + breath,Place a hand on your low back | Inhale into the hand | Exhale slightly longer | Watch the sensation rise and fall for 60s,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm.",True,False,synthetic_prt_v2,2025-09-11T20:43:27.515415Z
07369,knee,pressure,1,11,"flares after poor sleep, moves around. Region: knee, quality: pressure.",Leg pendulum,Stand supported | Gently swing leg in a small range | Breathe slowly | Track sensations with curiosity,"Your tissues are strong. By observing sensations kindly, you help your brain relax the alarm.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.515426Z
07370,head,sharp,4,19,"better when distracted, radiates a little. Region: head, quality: sharp.",Eyebrow soften,Close eyes | Relax forehead and brows | Three slow breaths | Notice any shift in pulsing/pressure,Movement within a comfortable range reassures the brain and builds confidence.,False,False,synthetic_prt_v2,2025-09-11T20:43:27.515438Z
07371,knee,pressure,6,4,"eases with heat, moves around. Region: knee, quality: pressure.",Leg pendulum,Stand supported | Gently swing leg in a small range | Breathe slowly | Track sensations with curiosity,"Discomfort does not always mean damage. Many pains are neuroplastic and change as the brain learns it is safe. This is general well-being guidance, not medical advice.",False,False,synthetic_prt_v2,2025-09-11T20:43:27.515448Z
